127.0.0.1 - - [22/Oct/2018:19:50:23 -0300] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:20:29 -0300] "GET /Projeto/freelancers.jsp HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:20:29 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor= HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:24 -0300] "GET /Projeto/freelacontroller.do?ncategoria=1&acao=pesqfreelacat&p= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:24 -0300] "GET /Projeto/freelancers.jsp HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:24 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor= HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:26 -0300] "GET /Projeto/freelacontroller.do?ncategoria=9&acao=pesqfreelacat&p= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:26 -0300] "GET /Projeto/freelancers.jsp HTTP/1.1" 200 7809
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:26 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor= HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:28 -0300] "GET /Projeto/freelacontroller.do?ncategoria=2&acao=pesqfreelacat&p= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:28 -0300] "GET /Projeto/freelancers.jsp HTTP/1.1" 200 8367
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:28 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor= HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:32 -0300] "GET /Projeto/vagacontroller.do?acao=minhasvagas HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:32 -0300] "GET /Projeto/vagas.jsp HTTP/1.1" 200 8002
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:34 -0300] "GET /Projeto/vagacontroller.do?acao=perfilvaga&id=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:34 -0300] "GET /Projeto/perfilVagas.jsp HTTP/1.1" 200 9080
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:35 -0300] "GET /Projeto/vagacontroller.do?acao=alterarvaga&id=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:35 -0300] "GET /Projeto/edvaga.jsp HTTP/1.1" 200 11016
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:35 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor=1 HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:42 -0300] "GET /Projeto/cadvaga.jsp HTTP/1.1" 200 10855
0:0:0:0:0:0:0:1 - - [22/Oct/2018:20:26:42 -0300] "GET /Projeto/utilcontroller.do?o=cat&valor= HTTP/1.1" 200 594
